Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene stable ID,Gene name,Strand
2,201762737,201763573,ENSG00000230799,RPS2P16,1
12,107910403,107912620,ENSG00000257129,,-1
16,3283283,3301401,ENSG00000006194,ZNF263,1
5,95768999,95770700,ENSG00000251348,HSPD1P11,1
12,107774704,107776644,ENSG00000187855,ASCL4,1
5,88666853,88666939,ENSG00000284447,MIR9-2,-1
5,88676014,88779088,ENSG00000245864,MEF2C-AS2,1
12,125186386,125662377,ENSG00000139364,TMEM132B,1
5,88685191,88686159,ENSG00000289008,,1
2,201790461,201895550,ENSG00000138395,CDK15,1
5,88691757,88695041,ENSG00000250377,,-1
16,21597218,21657471,ENSG00000197006,METTL9,1
5,88692651,88692859,ENSG00000250555,,1
4,143336876,143474565,ENSG00000109458,GAB1,1
12,125808668,125809808,ENSG00000280125,,1
12,125858132,125880724,ENSG00000286209,,1
12,125858862,125861119,ENSG00000280415,,1
5,88717117,88904257,ENSG00000081189,MEF2C,-1
12,125900421,125901483,ENSG00000271184,,-1
12,53441741,53467528,ENSG00000257379,,1
12,53452102,53481162,ENSG00000197111,PCBP2,1
1,29223933,29224816,ENSG00000237934,,1
11,35138882,35232402,ENSG00000026508,CD44,1
1,220786990,220884503,ENSG00000286231,,1
1,220825620,220826063,ENSG00000221571,RNU6ATAC35P,1
1,220825776,220825893,ENSG00000276642,,1
1,220828676,220829211,ENSG00000272823,,-1
1,220829255,220832429,ENSG00000238078,LINC01352,1
16,21796106,21820444,ENSG00000291066,,-1
1,220832763,220880140,ENSG00000257551,HLX-AS1,-1
1,220879431,220885059,ENSG00000136630,HLX,1
19,54635722,54638892,ENSG00000224730,LILRB1-AS1,-1
19,54645309,54645383,ENSG00000277636,MIR8061,1
19,54647944,54648853,ENSG00000242856,VN1R105P,1
19,54652085,54652230,ENSG00000237323,,1
1,220401122,220404033,ENSG00000260505,,1
19,54671231,54672591,ENSG00000225370,,1
1,220448516,220448853,ENSG00000235163,RPL7AP81,1
19,54696604,54700905,ENSG00000186152,LILRP1,1
19,54703952,54704235,ENSG00000228790,,1
1,220455154,220455312,ENSG00000234863,,-1
19,54707916,54713453,ENSG00000170858,LILRP2,1
4,143424753,143426013,ENSG00000243175,RPSAP36,1
1,220467954,220468808,ENSG00000226226,PRELID3BP1,1
4,143497412,143498126,ENSG00000250540,,-1
1,220485104,220487558,ENSG00000231529,LINC02779,-1
4,143513472,143514635,ENSG00000245112,SMARCA5-AS1,-1
19,54724442,54736632,ENSG00000242019,KIR3DL3,1
16,21939756,21944987,ENSG00000290675,,1
16,21950218,21953014,ENSG00000274460,,-1
4,17460261,17512206,ENSG00000151552,QDPR,-1
16,22007638,22087534,ENSG00000185716,MOSMO,1
2,201808681,201808782,ENSG00000202137,Y_RNA,1
2,201824548,201824832,ENSG00000231124,UBE2V1P11,1
1,220528136,220664461,ENSG00000116141,MARK1,1
2,201927439,201927543,ENSG00000212184,RNU6-440P,1
2,202032770,202033537,ENSG00000273209,,-1
7,107603363,107603507,ENSG00000238832,,1
7,107650260,107662204,ENSG00000233705,SLC26A4-AS1,-1
19,54724496,54798285,ENSG00000215765,,1
16,22083256,22092485,ENSG00000260277,,-1
19,54738513,54753052,ENSG00000243772,KIR2DL3,1
16,22092538,22156964,ENSG00000175267,VWA3A,1
7,107739999,107744581,ENSG00000241764,CBLL1-AS1,-1
19,54755023,54767371,ENSG00000242473,KIR2DP1,1
19,54769793,54784322,ENSG00000125498,KIR2DL1,1
7,37585500,37586329,ENSG00000178503,NECAP1P1,-1
7,37683766,37833788,ENSG00000187037,GPR141,1
4,39527720,39594707,ENSG00000249348,UGDH-AS1,1
4,39546336,39638902,ENSG00000163683,SMIM14,-1
7,37683843,37950412,ENSG00000290149,,1
7,37920640,37951936,ENSG00000086289,EPDR1,1
4,39614465,39618488,ENSG00000286349,,1
4,39621012,39621073,ENSG00000252796,RNU7-11P,1
7,37796058,37796888,ENSG00000283444,GPR141BP,1
7,37821210,37821610,ENSG00000225314,CDCA3P1,1
4,39698109,39782792,ENSG00000078140,UBE2K,1
7,37848597,37900397,ENSG00000086288,NME8,1
17,69433084,69435533,ENSG00000278972,,1
17,19334308,19378193,ENSG00000108641,B9D1,-1
19,54786355,54790318,ENSG00000264257,KIR3DP1,1
19,54816468,54830778,ENSG00000167633,KIR3DL1,1
2,201700267,201782112,ENSG00000003393,ALS2,-1
16,22162492,22192208,ENSG00000183921,SDR42E2,1
4,39710085,39710176,ENSG00000252975,Y_RNA,-1
4,39713842,39714451,ENSG00000249019,,-1
4,39761000,39761298,ENSG00000243260,RN7SL558P,1
4,39770081,39771371,ENSG00000180610,ZBTB12BP,-1
4,39638911,39666879,ENSG00000255458,SMIM14-DT,1
16,22170309,22175524,ENSG00000287739,,-1
16,21879773,21889287,ENSG00000291262,,-1
4,39822863,39977956,ENSG00000121892,PDS5A,-1
16,21901552,21919156,ENSG00000290674,,-1
16,69933081,69933180,ENSG00000208017,MIR140,1
7,133290881,133290988,ENSG00000276137,MIR6133,1
7,133315009,133315413,ENSG00000235429,,-1
7,133727368,133727734,ENSG00000235967,COX5BP3,-1
16,69950705,69964452,ENSG00000157322,CLEC18A,1
7,133732493,133733595,ENSG00000226205,RPS3AP27,-1
7,133253073,134066589,ENSG00000131558,EXOC4,1
1,220571739,220572035,ENSG00000243872,RN7SL464P,-1
1,220625740,220628056,ENSG00000233012,HDAC1P2,1
3,134795260,135260467,ENSG00000154928,EPHB1,1
1,220690363,220699153,ENSG00000162817,C1orf115,1
1,173824653,173858808,ENSG00000117593,DARS2,1
19,54850443,54867207,ENSG00000240403,KIR3DL2,1
17,82942149,83051809,ENSG00000175711,B3GNTL1,-1
3,129001304,129040742,ENSG00000114654,EFCC1,1
7,100367530,100400096,ENSG00000085514,PILRA,1
3,35638945,35794496,ENSG00000172995,ARPP21,1
12,53464468,53465057,ENSG00000282977,PCBP2-OT1,1
12,53464720,53464901,ENSG00000273658,,1
1,173862473,173863941,ENSG00000270084,GAS5-AS1,1
12,53479669,53500063,ENSG00000139625,MAP3K12,-1
4,39932454,39933561,ENSG00000271278,ELOCP33,1
4,39936753,39936855,ENSG00000252970,RNA5SP159,1
4,39973128,39973442,ENSG00000250568,,-1
1,173931084,174022357,ENSG00000135870,RC3H1,-1
4,39973444,39974338,ENSG00000231707,PABPC1P1,1
19,54868939,54869045,ENSG00000199308,RNU6-222P,-1
4,40020240,40021517,ENSG00000249064,KRT18P25,1
4,40042917,40057199,ENSG00000205794,,-1
19,54874235,54891420,ENSG00000186431,FCAR,1
4,40077884,40077982,ENSG00000200455,RNU6-1112P,1
4,40082983,40083106,ENSG00000201863,,1
4,40056797,40158252,ENSG00000078177,N4BP2,1
17,73163035,73163359,ENSG00000265469,POLR3KP2,-1
17,73164977,73196593,ENSG00000264860,,1
17,73165010,73176633,ENSG00000180616,SSTR2,1
16,69975238,69975344,ENSG00000277003,,1
16,69976388,69996188,ENSG00000226232,NPIPB14P,-1
4,6909242,7033118,ENSG00000132405,TBC1D14,1
17,73193055,73208507,ENSG00000166685,COG1,1
16,69977465,69990084,ENSG00000290459,,-1
7,99416739,99466163,ENSG00000106246,PTCD1,-1
16,70219574,70226033,ENSG00000291263,SMG1P7,-1
16,70229804,70246612,ENSG00000291219,,-1
16,33459612,33462249,ENSG00000278848,TP53TG3F,1
12,53506691,53625979,ENSG00000267281,ATF7-NPFF,-1
1,174009267,174016206,ENSG00000236535,RC3H1-IT1,-1
1,174090136,174090474,ENSG00000225713,RPL30P1,-1
1,111648291,111649544,ENSG00000215867,KRT18P57,-1
16,33484887,33485131,ENSG00000282927,,1
16,33495943,33496093,ENSG00000262090,,-1
12,53507856,53626410,ENSG00000170653,ATF7,-1
1,111650431,111650537,ENSG00000201028,RNU6-151P,-1
16,33533816,33534976,ENSG00000260626,,-1
16,33541842,33545812,ENSG00000261200,,-1
1,111680630,111755824,ENSG00000197852,INKA2,-1
16,33548297,33554408,ENSG00000261466,,-1
16,33562649,33564346,ENSG00000290420,,-1
16,33563030,33570935,ENSG00000261405,CHEK2P6,-1
7,99419749,99466197,ENSG00000248919,ATP5MF-PTCD1,-1
16,33577502,33622547,ENSG00000259882,,1
1,111739579,111747798,ENSG00000227811,INKA2-AS1,1
17,73202968,73203431,ENSG00000277728,,-1
1,111745299,111755537,ENSG00000284830,,-1
17,73232233,73248959,ENSG00000141219,C17orf80,1
1,111853762,111856905,ENSG00000232558,KCND3-IT1,-1
16,33687025,33688081,ENSG00000290414,,-1
16,33688222,33707213,ENSG00000291264,,-1
1,111909336,111910931,ENSG00000237556,KCND3-AS1,1
16,33687330,33698504,ENSG00000260518,BMS1P8,-1
1,111989770,111998842,ENSG00000231437,LINC01750,1
16,33723356,33763773,ENSG00000282924,,-1
7,520391,530163,ENSG00000223855,PDGFA-DT,1
1,205976740,206003461,ENSG00000276600,RAB7B,-1
7,602792,608482,ENSG00000237181,PRKAR1B-AS1,1
7,726699,786475,ENSG00000164818,DNAAF5,1
16,33769421,33769679,ENSG00000261580,ENPP7P13,1
16,33771035,33771248,ENSG00000260308,,1
16,33802764,33803217,ENSG00000270467,IGHV3OR16-12,1
16,33808778,33810767,ENSG00000261153,,1
16,33827214,33827661,ENSG00000271178,IGHV3OR16-13,1
1,226668897,226676345,ENSG00000228548,ITPKB-AS1,1
1,226781501,226781744,ENSG00000238183,RPS27P5,1
16,33844784,33845229,ENSG00000259680,IGHV3OR16-17,-1
1,226827711,226833906,ENSG00000287259,,1
1,226958069,226958267,ENSG00000228525,,-1
16,33848476,33848644,ENSG00000270924,,-1
1,226992140,226993206,ENSG00000233706,,1
16,33851785,33852069,ENSG00000271691,,-1
1,227123895,227132394,ENSG00000287532,,1
19,54890673,54891420,ENSG00000268734,,1
16,33857935,33858864,ENSG00000260312,,-1
16,33858896,33859352,ENSG00000270318,IGHV3OR16-11,-1
19,54643889,54670359,ENSG00000186818,LILRB4,1
16,33875039,33875468,ENSG00000260525,,-1
6,90513573,90587086,ENSG00000135341,MAP3K7,-1
1,160995211,161021343,ENSG00000158769,F11R,-1
16,33907419,33937024,ENSG00000260781,ARHGAP23P1,-1
17,73243093,73244706,ENSG00000265010,,1
17,73248449,73262352,ENSG00000187959,CPSF4L,-1
16,33936430,33937167,ENSG00000290419,,-1
16,33938337,33938799,ENSG00000271620,IGHV3OR16-7,-1
16,33948278,33948548,ENSG00000261607,,-1
16,33949976,33950420,ENSG00000259842,IGHV3OR16-16,-1
16,33965655,33966091,ENSG00000270401,,-1
4,6985913,6987052,ENSG00000287104,,-1
7,549197,727650,ENSG00000188191,PRKAR1B,-1
4,6995341,6998958,ENSG00000187904,,1
4,6997012,6997328,ENSG00000202392,RN7SKP292,1
4,7030554,7046231,ENSG00000245748,,-1
17,73283624,73312005,ENSG00000179604,CDC42EP4,-1
16,69762328,69941741,ENSG00000198373,WWP2,1
4,7040849,7043001,ENSG00000173013,CCDC96,-1
4,7041899,7057952,ENSG00000173011,TADA2B,1
12,53513891,53517608,ENSG00000257550,,1
4,7058671,7068085,ENSG00000109519,GRPEL1,-1
12,53531752,53621218,ENSG00000285692,,1
12,53574632,53576103,ENSG00000275488,,1
17,73207353,73236753,ENSG00000133193,FAM104A,-1
12,53632726,53677408,ENSG00000135390,ATP5MC2,-1
4,7093776,7103394,ENSG00000245468,LINC02447,-1
4,7112088,7112399,ENSG00000200867,RN7SKP36,-1
4,7310450,7310524,ENSG00000264658,MIR4798,1
4,7430285,7434930,ENSG00000178597,PSAPL1,-1
4,139453232,139476609,ENSG00000172007,RAB33B,1
4,112272968,112285955,ENSG00000145365,TIFA,-1
17,78691266,78691979,ENSG00000279570,,-1
17,78696694,78696797,ENSG00000252391,RNU6-638P,-1
17,78845345,78846686,ENSG00000287539,,1
17,78845953,78846868,ENSG00000267355,RPL9P29,-1
17,78855478,78855844,ENSG00000267601,,1
17,78187358,78207702,ENSG00000183077,AFMID,1
12,53632788,53633151,ENSG00000213470,RPL31P51,-1
4,157204182,157387146,ENSG00000120251,GRIA2,1
12,85781892,85782444,ENSG00000258206,,-1
1,160997957,161038962,ENSG00000270149,,-1
12,85800703,85836409,ENSG00000198774,RASSF9,-1
12,85874295,85882992,ENSG00000133636,NTS,1
11,56288462,56292254,ENSG00000181693,OR8H1,-1
19,32581190,32587453,ENSG00000105185,PDCD5,1
11,47331406,47352702,ENSG00000134571,MYBPC3,-1
1,161034834,161035006,ENSG00000232879,GLRX5P2,1
12,85958686,85960946,ENSG00000258178,,1
12,86015697,86016441,ENSG00000257897,,1
12,86599578,86838998,ENSG00000258185,,-1
1,161037631,161038977,ENSG00000215845,TSTD1,-1
12,87041916,87042423,ENSG00000280049,,1
12,85955666,86838904,ENSG00000182050,MGAT4C,-1
7,56408699,56409210,ENSG00000232944,,-1
7,56462536,56467771,ENSG00000278205,,1
7,56477588,56484386,ENSG00000225488,,-1
7,56482723,56492144,ENSG00000290193,,1
7,56493124,56497285,ENSG00000261275,,1
7,56502284,56503044,ENSG00000231504,NMD3P2,-1
7,56525428,56526113,ENSG00000223740,,-1
7,56528253,56538676,ENSG00000233288,,-1
1,161039251,161045977,ENSG00000158773,USF1,-1
19,32597006,32676597,ENSG00000105186,ANKRD27,-1
7,56559221,56559958,ENSG00000224947,VN1R25P,1
7,56567906,56568858,ENSG00000213650,,-1
17,41307700,41309309,ENSG00000212657,KRTAP16-1,-1
7,56577848,56578866,ENSG00000234716,,1
17,8390702,8397827,ENSG00000189051,RNF222,-1
7,56597379,56598342,ENSG00000213067,,1
12,32399558,32646050,ENSG00000139132,FGD4,1
16,69976297,70065948,ENSG00000196696,PDXDC2P-NPIPB14P,-1
7,56603410,56603553,ENSG00000271047,,1
17,78146385,78166297,ENSG00000187997,C17orf99,1
17,9800608,9822079,ENSG00000214978,GSG1L2,-1
7,114086327,114693772,ENSG00000128573,FOXP2,1
17,757097,782294,ENSG00000167699,GLOD4,-1
16,70017890,70023618,ENSG00000291265,,-1
16,70035638,70065945,ENSG00000290709,,-1
6,146914424,146914945,ENSG00000289851,,-1
6,146598967,146815462,ENSG00000118492,ADGB,1
16,30096430,30105193,ENSG00000250616,YPEL3-DT,1
16,30204316,30209071,ENSG00000290692,,-1
11,77128246,77215241,ENSG00000137474,MYO7A,1
16,30206510,30206927,ENSG00000290693,,1
16,30270065,30279970,ENSG00000291047,,-1
16,30285018,30335395,ENSG00000291266,SMG1P5,-1
16,30354665,30363621,ENSG00000260219,CD2BP2-DT,1
16,32877469,32885142,ENSG00000290985,SLC6A10P,-1
1,161046946,161069970,ENSG00000186517,ARHGAP30,-1
16,33043609,33091589,ENSG00000291267,,-1
16,33046529,33095431,ENSG00000260141,,-1
16,33094204,33095471,ENSG00000291268,,-1
16,33098808,33109465,ENSG00000290986,,-1
17,7717744,7833742,ENSG00000183914,DNAH2,1
16,33111682,33129090,ENSG00000291269,,-1
16,33140850,33143797,ENSG00000261536,ABHD17AP9,1
16,33154352,33154475,ENSG00000260414,,-1
16,33191561,33195354,ENSG00000260419,,-1
19,32608337,32608469,ENSG00000201388,SNORA68B,-1
19,32636078,32636475,ENSG00000242325,RPS12P31,1
16,33194226,33196858,ENSG00000205457,TP53TG3C,1
19,32655016,32655308,ENSG00000242436,RN7SL789P,-1
19,32666298,32673210,ENSG00000267557,,1
19,32675848,32678300,ENSG00000186326,RGS9BP,1
19,32691821,32713792,ENSG00000213965,NUDT19,1
19,32718298,32719595,ENSG00000267567,,-1
16,33203773,33206462,ENSG00000260827,,-1
19,32719753,32829580,ENSG00000173809,TDRD12,1
16,18170356,18170959,ENSG00000260933,,1
16,18201501,18201956,ENSG00000278994,,1
16,18313294,18316984,ENSG00000276484,PLA2G10IP,1
16,18317919,18336736,ENSG00000214940,NPIPA8,-1
16,18318008,18344283,ENSG00000285628,,-1
6,134009033,134009218,ENSG00000278744,,1
16,18334400,18352476,ENSG00000205746,PKD1P4,-1
6,134074123,134121433,ENSG00000287413,,1
6,134115235,134115736,ENSG00000216753,HMGA1P7,-1
6,134133573,134133868,ENSG00000266875,RN7SL408P,1
6,134169248,134318112,ENSG00000118515,SGK1,-1
16,18341622,18346318,ENSG00000290386,,-1
1,161070998,161089558,ENSG00000143217,NECTIN4,-1
16,18344013,18344079,ENSG00000273613,MIR6511A4,-1
16,18357026,18357136,ENSG00000277647,,1
16,18358086,18379331,ENSG00000233024,NPIPA9,-1
1,161084465,161087571,ENSG00000228917,NECTIN4-AS1,1
5,148362777,148372152,ENSG00000283653,,1
1,161098361,161100346,ENSG00000162755,KLHDC9,1
5,146447311,146511961,ENSG00000113649,TCERG1,1
19,32824142,32824505,ENSG00000267245,,-1
19,32830509,32869767,ENSG00000021488,SLC7A9,-1
16,18374521,18401940,ENSG00000254681,PKD1P5,-1
17,72645949,73092712,ENSG00000133195,SLC39A11,-1
16,18379351,18379410,ENSG00000275391,MIR6770-3,-1
16,18382707,18390919,ENSG00000291270,,-1
1,161100556,161118055,ENSG00000143256,PFDN2,-1
16,18397937,18398036,ENSG00000206927,Y_RNA,1
16,18402146,18403604,ENSG00000257563,,1
16,18402178,18402271,ENSG00000266291,MIR3180-3,-1
16,18405698,18405762,ENSG00000265776,MIR3670-3,-1
16,18411309,18411851,ENSG00000257527,,-1
16,18411894,18411977,ENSG00000266454,MIR3179-3,-1
16,18417325,18562211,ENSG00000185164,NOMO2,-1
1,161118086,161125445,ENSG00000158793,NIT1,1
12,24902309,24904681,ENSG00000278969,,1
12,24949163,24960158,ENSG00000255921,,1
12,24967127,24967504,ENSG00000213736,BRI3P2,-1
12,25004342,25108335,ENSG00000118308,IRAG2,1
17,7251416,7259940,ENSG00000170291,ELP5,1
3,113211003,113287459,ENSG00000144857,BOC,1
19,32831295,32833168,ENSG00000267555,,1
19,32862800,32863092,ENSG00000201967,RN7SKP22,-1
19,56105416,56105510,ENSG00000223060,Y_RNA,1
19,55947832,55988629,ENSG00000179709,NLRP8,1
1,161120974,161132688,ENSG00000158796,DEDD,-1
19,55999726,56061810,ENSG00000171487,NLRP5,1
19,56189686,56197815,ENSG00000197213,ZSCAN5B,-1
19,51394488,51403650,ENSG00000268889,LIM2-AS1,1
19,51478539,51491301,ENSG00000213822,CEACAM18,1
19,35330843,35331920,ENSG00000269553,,1
19,35345513,35345627,ENSG00000284034,MIR5196,1
19,35347902,35353864,ENSG00000126266,FFAR1,1
19,6716386,6717742,ENSG00000276980,,-1
19,6677704,6730562,ENSG00000125730,C3,-1
3,141324213,141449792,ENSG00000177311,ZBTB38,1
5,17403889,17443619,ENSG00000248455,LINC02217,1
1,161141208,161141336,ENSG00000238934,,-1
1,206008535,206023909,ENSG00000196188,CTSE,-1
17,8747524,8758559,ENSG00000183318,SPDYE4,-1
5,17444010,17487371,ENSG00000249662,LINC02218,1
5,17490967,17492076,ENSG00000268799,H3Y2,-1
5,17495658,17495826,ENSG00000250667,,-1
5,17498231,17498827,ENSG00000284373,TAF11L2,1
17,78787381,78841441,ENSG00000055483,USP36,-1
5,17502043,17502363,ENSG00000248205,H3P17,-1
11,6431049,6442617,ENSG00000110169,HPX,-1
5,17511833,17512238,ENSG00000249620,H3P18,-1
5,17518367,17518963,ENSG00000284439,TAF11L3,1
5,17521801,17522397,ENSG00000284283,TAF11L4,1
5,17525235,17525831,ENSG00000284234,TAF11L5,1
5,17528669,17529265,ENSG00000284042,TAF11L6,1
6,134211450,134211527,ENSG00000276703,RPS29P32,1
4,55540502,55540835,ENSG00000223305,RN7SKP30,-1
6,134257035,134257143,ENSG00000200058,RNA5SP218,1
4,55547112,55547889,ENSG00000272969,,1
5,17585162,17585758,ENSG00000284465,TAF11L7,-1
6,134283092,134283193,ENSG00000201309,Y_RNA,1
6,134296301,134304297,ENSG00000286887,,1
5,17587290,17587523,ENSG00000250088,,-1
4,55556519,55592245,ENSG00000163440,PDCL2,-1
6,134296997,134298695,ENSG00000220378,KRT8P42,-1
5,17590364,17590960,ENSG00000283967,TAF11L8,-1
5,17593798,17594394,ENSG00000283988,TAF11L9,-1
5,17597232,17597828,ENSG00000284356,TAF11L10,-1
5,17598432,17598559,ENSG00000248422,,-1
5,17601882,17602134,ENSG00000249282,,-1
6,134345688,134349337,ENSG00000287974,,1
5,17604177,17605910,ENSG00000283740,TAF11L11,1
6,134373662,134375068,ENSG00000290029,,1
6,134393142,134393900,ENSG00000213118,CHCHD2P4,-1
5,17610496,17611583,ENSG00000249156,TAF11L12,1
5,17614781,17615111,ENSG00000271296,H3P19,-1
16,18488301,18488365,ENSG00000274025,MIR3670-4,-1
16,18494493,18494576,ENSG00000277014,MIR3179-4,-1
4,55595229,55636698,ENSG00000109255,NMU,-1
16,18533418,18533817,ENSG00000262974,,1
5,17620533,17620939,ENSG00000250351,H3P20,-1
6,121354354,121354460,ENSG00000206598,RNU6-1286P,1
6,121378797,121378898,ENSG00000207403,Y_RNA,-1
16,18570448,18571683,ENSG00000260550,,-1
6,121381472,121381860,ENSG00000220447,,1
5,17625551,17625959,ENSG00000250386,H3P21,-1
6,121389324,121390357,ENSG00000272714,,1
5,17632088,17632684,ENSG00000283776,TAF11L13,1
16,18571162,18598328,ENSG00000291057,ABCC6P1,1
5,17634460,17635053,ENSG00000250782,TAF11L14,1
6,121435595,121449727,ENSG00000152661,GJA1,1
5,17642962,17643228,ENSG00000248471,,-1
5,17647712,17647944,ENSG00000248160,,-1
5,17649046,17649643,ENSG00000248542,,1
5,17654373,17654643,ENSG00000248337,,-1
1,226940286,226987544,ENSG00000163050,COQ8A,1
5,17654868,17655849,ENSG00000269466,H3Y1,-1
5,17669283,17669518,ENSG00000274832,,-1
5,17670168,17670571,ENSG00000250715,H3P22,-1
6,121453981,121454121,ENSG00000199458,RNU4-35P,-1
6,121478273,121479908,ENSG00000219784,,-1
6,25992641,26001775,ENSG00000272462,LINC02980,1
5,60596912,60700190,ENSG00000035499,DEPDC1B,-1
16,18571276,18592716,ENSG00000256340,ABCC6P1,1
19,35596581,35601596,ENSG00000224910,LINC01766,1
16,18394972,18401925,ENSG00000290383,,-1
6,26157477,26157891,ENSG00000289117,,-1
6,26272021,26272701,ENSG00000290789,,-1
3,56620132,56683265,ENSG00000163946,TASOR,-1
6,26285352,26286234,ENSG00000289447,,1
16,31981870,31994485,ENSG00000291271,,1
6,26421391,26432383,ENSG00000291104,BTN2A3P,1
16,31994821,31996076,ENSG00000290953,,1
16,14907717,14907781,ENSG00000263918,MIR3670-1,1
16,14909887,14911345,ENSG00000258354,,-1
16,14911220,14911313,ENSG00000265537,MIR3180-1,1
19,35608285,35612666,ENSG00000267626,HAUS5-DT,-1
16,14911551,14935708,ENSG00000183458,PKD1P3,1
19,35612735,35625355,ENSG00000249115,HAUS5,1
16,14915457,14915556,ENSG00000207425,Y_RNA,-1
11,99020949,100358885,ENSG00000149972,CNTN5,1
16,14920336,14922087,ENSG00000290391,,1
16,14922802,14952060,ENSG00000183426,NPIPA1,1
6,26457904,26476621,ENSG00000112763,BTN2A1,1
12,53506688,53507484,ENSG00000139574,NPFF,-1
4,55798636,55798731,ENSG00000251923,RNU6-276P,1
12,113054062,113054435,ENSG00000242461,RPS15AP32,1
4,55819790,55837489,ENSG00000250821,EXOC1L,1
12,113149724,113159276,ENSG00000186710,CFAP73,1
5,60699729,60702010,ENSG00000287434,,1
4,55853648,55905086,ENSG00000090989,EXOC1,1
5,60743563,60744970,ENSG00000250148,KRT8P31,-1
12,113156763,113156861,ENSG00000199899,Y_RNA,-1
12,113157173,113185479,ENSG00000123064,DDX54,-1
5,58969038,60522120,ENSG00000113448,PDE4D,-1
1,38958275,38958925,ENSG00000235549,EIF1P2,-1
1,38991276,39006059,ENSG00000174574,AKIRIN1,1
16,14925937,14926003,ENSG00000275259,MIR6511A1,1
16,14930820,14930879,ENSG00000278265,MIR6770-1,1
16,14953012,14953120,ENSG00000273804,,-1
6,26474337,26474441,ENSG00000290055,,1
6,26596953,26600739,ENSG00000146109,ABT1,1
16,14974591,15139339,ENSG00000179889,PDXDC1,1
6,26602733,26606661,ENSG00000275846,,1
6,26611903,26613109,ENSG00000271071,,-1
6,26634383,26659752,ENSG00000181315,ZNF322,-1
1,39026318,39034636,ENSG00000168653,NDUFS5,1
19,35629030,35637686,ENSG00000126254,RBM42,1
6,26677003,26683211,ENSG00000285571,,1
6,26686241,26687964,ENSG00000261584,,1
1,39120940,39121043,ENSG00000206654,RNU6-608P,-1
6,26086317,26123926,ENSG00000180596,H2BC4,-1
1,39154164,39154296,ENSG00000222378,RNA5SP44,-1
1,39226670,39238620,ENSG00000287422,,-1
1,39249838,39257649,ENSG00000226438,,-1
6,26123173,26554396,ENSG00000291336,,1
6,26157122,26533457,ENSG00000291338,,1
6,26813827,26826848,ENSG00000291342,,-1
1,39304294,39304898,ENSG00000217897,HSPE1P8,-1
6,26871484,26956554,ENSG00000290474,GUSBP2,-1
1,226870184,226987545,ENSG00000288674,,1
3,141763408,141819352,ENSG00000114124,GRK7,1
6,26878572,26889198,ENSG00000241549,GUSBP2,-1
6,26896952,26898777,ENSG00000243307,POM121L6P,1
1,227178333,227183444,ENSG00000228625,,1
